Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
85,Romain Amalfitano\Romain-Amalfitano,fr FRA,FWDF,Dijon,fr Ligue 1,30,1989,1.3,44.6,40.0,4.62,0.77,0.00,8.46,0.77,3.08,0.00,0.00,0.00,0.00,32.3,6.15,6.15,3.08,36.9,0.00,3.85,0.00,36.2,0.77,1.54,0.00,0.77,Matches
86,Emmanuel Amankwaa Akurugu\Emmanuel-Amankwaa-Akurugu,gh GHA,DF,Getafe,es La Liga,18,2001,0.5,24.0,20.0,4.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,18.0,2.00,4.00,18.0,2.00,0.00,4.00,0.00,16.0,0.00,0.00,0.00,4.00,Matches
87,Daniel Amartey\Daniel-Amartey,gh GHA,DF,Leicester City,eng Premier League,25,1994,8.0,58.3,54.1,4.13,0.13,0.00,5.88,0.38,0.00,0.00,0.00,0.00,0.00,42.6,7.38,8.25,4.50,45.3,2.63,4.00,0.25,50.0,0.25,0.00,0.88,1.25,Matches
88,Jordan Amavi\Jordan-Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,1994,9.0,49.0,40.3,8.67,0.78,0.00,7.11,1.44,1.00,0.00,0.00,0.00,0.00,25.3,13.2,10.4,26.6,10.0,2.56,7.89,0.22,39.4,0.11,1.00,0.33,1.67,Matches
89,Thierry Ambrose\Thierry-Ambrose,fr FRA,FW,Metz,fr Ligue 1,23,1997,8.4,30.1,28.6,1.55,0.24,0.12,9.76,1.31,1.67,0.36,0.24,0.12,0.00,18.0,4.40,7.74,5.00,20.4,2.26,0.12,0.12,20.7,0.12,0.71,0.83,1.79,Matches
90,Wisdom Amey\Wisdom-Amey,it ITA,DF,Bologna,it Serie A,14,2005,0.0,4,2,2,0,0,0,1,0,0,0,0,0,1,2,1,0,2,0,2,0,4,0,0,0,0,Matches
91,Nadiem Amiri\Nadiem-Amiri,de GER,MF,Leverkusen,de Bundesliga,23,1996,21.0,54.4,50.1,4.29,1.67,0.10,8.86,1.10,1.05,2.10,0.67,0.90,0.00,39.4,6.90,8.14,7.05,45.8,0.67,0.38,0.33,45.0,0.19,0.14,1.67,1.10,Matches
92,Ethan Ampadu\Ethan-Ampadu,wal WAL,DFMF,Sheffield Utd,eng Premier League,19,2000,23.2,45.9,42.2,3.66,0.82,0.13,5.22,1.81,0.47,0.22,0.22,0.00,0.00,30.6,5.26,10.0,7.50,31.1,2.80,2.63,0.17,36.9,0.04,1.16,0.65,0.82,Matches
93,Sofyan Amrabat\Sofyan-Amrabat,ma MAR,MF,Fiorentina,it Serie A,23,1996,27.1,51.3,49.1,2.21,1.51,0.00,6.53,2.40,0.37,0.00,0.00,0.00,0.00,40.1,4.17,7.05,3.47,45.8,1.25,0.11,0.18,45.5,0.11,0.52,0.85,1.25,Matches
94,Jon Ander Garrido\Jon-Ander-Garrido,es ESP,MF,Cádiz,es La Liga,30,1989,8.9,27.9,26.6,1.24,1.24,0.00,5.39,0.67,0.22,0.00,0.00,0.00,0.00,16.9,5.84,5.17,3.03,19.9,3.26,0.00,0.11,21.9,0.00,0.67,1.24,0.67,Matches
95,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Lyon,fr Ligue 1,24,1996,2.1,55.7,52.9,2.86,1.90,0.00,5.24,1.90,0.00,0.00,0.00,0.00,0.00,42.4,5.24,8.10,4.29,45.7,2.38,0.95,0.00,50.0,0.00,0.00,0.48,0.48,Matches
96,Joachim Andersen\Joachim-Andersen,dk DEN,DF,Fulham,eng Premier League,24,1996,30.3,60.5,58.3,2.24,1.78,0.03,5.41,3.17,0.13,0.00,0.00,0.00,0.00,41.4,5.21,13.9,5.74,48.7,3.56,0.46,0.23,50.5,0.23,1.68,0.59,0.73,Matches
97,Djavan Anderson\Djavan-Anderson,nl NED,DF,Lazio,it Serie A,25,1995,0.8,41.3,32.5,8.75,0.00,0.00,6.25,0.00,1.25,0.00,0.00,0.00,0.00,25.0,12.5,3.75,2.50,27.5,1.25,8.75,0.00,30.0,0.00,0.00,2.50,1.25,Matches
98,Elliot Anderson\Elliot-Anderson,sco SCO,MF,Newcastle Utd,eng Premier League,17,2002,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
99,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,West Ham,eng Premier League,27,1993,0.0,6,6,0,0,0,0,0,1,0,0,0,0,6,0,0,3,2,0,0,1,4,0,0,1,0,Matches
100,Sebastian Andersson\Sebastian-Andersson,se SWE,FW,Köln,de Bundesliga,29,1991,12.5,19.8,17.9,1.84,0.00,0.00,7.52,0.08,0.32,0.00,0.00,0.00,0.00,9.68,5.52,4.56,1.84,10.2,2.08,0.08,1.36,14.1,0.08,0.48,0.40,0.88,Matches
101,Nícolas Andrade\Nicolas-Andrade,br BRA,GK,Udinese,it Serie A,32,1988,2.0,20.0,14.0,6.00,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,12.5,0.50,7.00,4.50,12.5,0.00,0.00,2.50,16.5,0.00,0.00,0.00,0.00,Matches
102,Benjamin André\Benjamin-Andre,fr FRA,MF,Lille,fr Ligue 1,29,1990,32.1,63.6,62.7,0.93,0.84,0.09,9.66,1.40,0.37,0.00,0.00,0.00,0.00,46.4,8.91,8.26,7.79,50.1,3.33,0.09,0.50,54.1,0.16,1.12,1.31,1.25,Matches
103,Robert Andrich\Robert-Andrich,de GER,MF,Union Berlin,de Bundesliga,25,1994,28.1,52.0,50.9,1.03,0.89,0.07,8.90,1.03,0.28,0.00,0.00,0.00,0.00,34.4,7.51,10.0,11.2,34.6,3.88,0.11,0.43,41.1,0.32,1.03,1.28,1.35,Matches
104,Victorien Angban\Victorien-Angban,ci CIV,MF,Metz,fr Ligue 1,23,1996,18.6,47.2,46.2,1.02,0.81,0.00,7.20,1.45,0.32,0.00,0.00,0.00,0.00,37.3,4.73,5.22,5.43,39.9,1.13,0.22,0.00,41.8,0.05,0.65,0.97,0.75,Matches
105,Ángel\Angel,es ESP,GK,Granada,es La Liga,18,2002,1.0,30.0,11.0,19.0,2.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,25.0,12.0,16.0,0.00,0.00,0.00,16.0,0.00,2.00,0.00,0.00,Matches
106,Miguel Ángel Rubio\Miguel-Angel-Rubio,es ESP,DF,Valladolid,es La Liga,22,1998,1.5,33.3,33.3,0.00,0.00,0.00,4.67,0.67,0.00,0.00,0.00,0.00,0.00,15.3,4.00,14.0,5.33,20.0,6.00,0.00,0.00,26.0,0.67,0.67,0.67,0.00,Matches
107,José Ángel\Jose-Angel,es ESP,DF,Eibar,es La Liga,30,1989,10.0,68.1,54.2,13.9,1.80,0.00,8.70,2.60,3.70,0.50,0.20,0.10,0.10,35.1,13.7,19.3,41.8,10.5,2.80,11.6,0.20,50.9,0.50,1.80,2.90,1.30,Matches
108,Angeliño\Angelino,es ESP,DFFW,RB Leipzig,de Bundesliga,23,1997,24.0,62.1,50.1,12.0,1.92,0.17,6.79,2.17,4.67,2.00,0.75,0.75,0.04,32.3,11.6,18.2,45.8,5.08,2.58,8.04,0.17,44.1,0.38,1.04,1.29,2.54,Matches
109,Davide Angelo Ghislandi\Davide-Angelo-Ghislandi,it ITA,DF,Atalanta,it Serie A,19,2001,0.1,30.0,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.0,0.00,0.00,0.00,30.0,0.00,0.00,0.00,30.0,0.00,0.00,0.00,0.00,Matches
110,Philip Ankhrah\Philip-Ankhrah,gh GHA,MF,Hellas Verona,it Serie A,17,2002,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
111,Cristian Ansaldi\Cristian-Ansaldi,ar ARG,DF,Torino,it Serie A,33,1986,21.6,46.7,35.6,11.0,1.34,0.00,5.28,3.80,6.16,1.16,0.23,0.79,0.05,19.5,8.75,18.4,16.6,20.3,0.83,8.52,0.19,31.7,0.05,1.67,1.06,1.67,Matches
112,Waldemar Anton\Waldemar-Anton,de GER,DF,Stuttgart,de Bundesliga,24,1996,30.1,68.9,65.5,3.36,2.03,0.07,6.88,1.06,0.27,0.00,0.00,0.00,0.00,55.1,5.22,8.50,11.8,52.2,2.06,1.30,0.33,60.7,0.17,0.86,0.90,0.93,Matches
113,José Antonio Miranda\Jose-Antonio-Miranda,gq EQG,MFDF,Getafe,es La Liga,22,1998,0.3,53.3,53.3,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,26.7,13.3,13.3,10.0,33.3,6.67,0.00,0.00,30.0,0.00,3.33,0.00,3.33,Matches
114,Michail Antonio\Michail-Antonio,eng ENG,FW,West Ham,eng Premier League,30,1990,21.9,22.4,21.6,0.82,0.05,0.00,7.81,0.64,1.37,0.00,0.00,0.00,0.00,12.9,5.66,3.79,3.47,14.6,1.28,0.37,0.55,14.9,0.09,0.50,0.78,1.42,Matches
115,Valentin Antov\Valentin-Antov,bg BUL,DF,Bologna,it Serie A,19,2000,2.6,45.8,41.2,4.62,2.31,0.00,1.92,2.69,0.00,0.00,0.00,0.00,0.00,37.3,3.46,5.00,6.92,35.8,0.77,2.31,0.00,40.8,0.00,1.15,0.38,0.38,Matches
116,Houssem Aouar\Houssem-Aouar,fr FRA,MFFW,Lyon,fr Ligue 1,22,1998,19.8,51.0,48.9,2.02,0.51,0.20,6.57,0.86,1.01,0.61,0.20,0.05,0.00,43.4,4.75,2.78,5.20,44.6,0.61,0.35,0.00,43.0,0.20,0.61,1.92,1.57,Matches
117,Adil Aouchiche\Adil-Aouchiche,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,18,2002,19.2,43.1,36.0,7.08,2.50,0.36,6.88,3.18,2.14,3.96,1.35,1.88,0.21,27.4,4.74,10.9,5.99,34.7,0.83,0.31,0.63,30.9,0.05,0.94,1.61,1.25,Matches
118,Dennis Appiah\Dennis-Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,1992,17.3,49.8,38.8,10.9,0.58,0.00,5.72,0.75,2.37,0.00,0.00,0.00,0.00,26.4,10.9,12.5,6.53,29.2,2.60,10.3,0.23,36.6,0.17,1.27,1.45,1.50,Matches
119,Aritz Arambarri\Aritz-Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,1998,0.3,66.7,50.0,16.7,3.33,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,36.7,23.3,6.67,13.3,36.7,3.33,13.3,0.00,50.0,0.00,0.00,0.00,3.33,Matches
120,Mauro Arambarri\Mauro-Arambarri,uy URU,MF,Getafe,es La Liga,24,1995,33.1,32.5,28.7,3.78,1.66,0.03,4.95,2.96,1.51,2.02,0.97,0.33,0.30,16.5,4.17,11.8,2.69,25.7,2.57,0.03,0.12,22.8,0.18,1.09,0.54,0.76,Matches
121,Charles Aránguiz\Charles-Aranguiz,cl CHI,MF,Leverkusen,de Bundesliga,31,1989,18.5,62.7,60.2,2.49,2.05,0.22,9.08,1.41,0.11,0.00,0.00,0.00,0.00,47.0,7.19,8.49,7.95,51.1,2.54,0.43,0.22,54.2,0.11,0.65,1.57,1.30,Matches
122,Luiz Araújo\Luiz-Araujo,br BRA,MF,Lille,fr Ligue 1,24,1996,16.6,36.8,35.8,1.02,0.18,0.24,6.63,1.51,1.51,0.30,0.12,0.12,0.00,24.9,5.30,6.63,29.8,4.40,1.69,0.48,0.06,27.9,0.12,0.66,1.20,1.57,Matches
123,Néstor Araujo\Nestor-Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,1991,27.0,57.6,56.5,1.07,1.00,0.04,4.74,1.11,0.11,0.00,0.00,0.00,0.00,44.1,4.85,8.59,6.26,47.3,2.63,0.07,0.19,48.9,0.07,0.96,0.93,0.67,Matches
124,Ronald Araújo\Ronald-Araujo,uy URU,DF,Barcelona,es La Liga,21,1999,16.8,63.6,61.4,2.14,1.55,0.06,5.65,0.77,0.00,0.00,0.00,0.00,0.00,54.8,3.51,5.24,6.07,53.3,1.55,0.54,0.30,58.8,0.06,0.54,0.48,0.42,Matches
125,Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Eibar,es La Liga,33,1987,31.2,60.1,51.3,8.78,2.66,0.06,7.44,4.81,0.96,0.10,0.03,0.06,0.00,30.6,11.2,18.3,13.4,34.9,4.04,6.03,0.19,46.3,0.06,2.31,0.90,0.96,Matches
126,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Fulham,eng Premier League,27,1993,36.0,27.8,18.1,9.75,2.83,0.00,1.25,0.53,0.00,0.00,0.00,0.00,0.00,14.8,0.94,12.0,1.81,20.2,0.00,0.00,4.39,20.5,0.08,0.53,0.14,0.06,Matches
127,Santiago Arias\Santiago-Arias,co COL,DF,Leverkusen,de Bundesliga,28,1992,1.0,55.0,47.0,8.00,1.00,0.00,12.0,0.00,0.00,0.00,0.00,0.00,0.00,39.0,9.00,7.00,3.00,42.0,3.00,7.00,0.00,47.0,0.00,0.00,1.00,1.00,Matches
128,Karim Aribi\Karim-Aribi,dz ALG,FW,Nîmes,fr Ligue 1,26,1994,3.3,18.8,16.1,2.73,0.00,0.00,6.06,0.00,0.30,0.00,0.00,0.00,0.00,10.9,3.94,3.94,3.33,11.2,2.12,0.00,0.00,12.1,0.00,0.61,0.30,0.61,Matches
129,Unai Arietaleanizbeaskoa\Unai-Arietaleanizbeaskoa,es ESP,FWMF,Eibar,es La Liga,21,1999,0.5,14.0,14.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,4.00,4.00,6.00,4.00,0.00,0.00,8.00,0.00,0.00,0.00,2.00,Matches
130,Nicolò Armini\Nicolo-Armini,it ITA,DF,Lazio,it Serie A,19,2001,0.1,40.0,40.0,0.00,0.00,0.00,10.0,0.00,10.0,0.00,0.00,0.00,0.00,20.0,10.0,10.0,20.0,20.0,0.00,0.00,0.00,30.0,10.0,0.00,0.00,0.00,Matches
131,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,eng Premier League,28,1992,30.7,41.0,38.5,2.51,0.46,0.23,8.73,0.62,0.85,0.03,0.00,0.00,0.00,31.3,5.60,4.07,7.46,31.4,1.27,0.52,0.10,32.6,0.07,0.39,1.43,2.12,Matches
132,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,26,1994,28.7,57.6,48.5,9.02,4.95,0.21,8.89,4.22,1.15,3.73,1.78,1.36,0.00,35.4,7.32,14.8,42.3,11.0,2.51,0.31,0.21,46.1,0.21,0.87,0.91,0.91,Matches
133,Toluwalas Arokodare\Toluwalas-Arokodare,ng NGA,FW,Köln,de Bundesliga,19,2000,1.2,30.0,28.3,1.67,0.00,0.00,11.7,0.83,0.00,0.00,0.00,0.00,0.00,13.3,10.8,5.83,3.33,15.0,4.17,0.00,1.67,22.5,0.00,0.00,0.83,0.83,Matches
134,Sergio Arribas\Sergio-Arribas,es ESP,FWDF,Real Madrid,es La Liga,18,2001,1.5,61.3,60.0,1.33,0.00,0.00,13.3,0.00,0.67,0.00,0.00,0.00,0.00,51.3,6.00,4.00,53.3,5.33,0.67,1.33,0.00,50.7,0.67,0.00,0.67,3.33,Matches
135,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,25,1994,6.5,37.4,29.5,7.85,0.92,0.00,3.38,0.62,0.00,0.00,0.00,0.00,0.00,23.7,2.00,11.7,4.62,26.2,0.00,0.00,6.00,30.5,0.00,0.62,0.15,0.00,Matches
136,Tolgay Arslan\Tolgay-Arslan,de GER,MF,Udinese,it Serie A,29,1990,20.2,44.6,42.5,2.08,1.78,0.05,6.49,1.53,0.45,0.15,0.05,0.10,0.00,34.2,4.85,5.54,4.75,37.4,1.58,0.15,0.10,37.7,0.25,0.35,1.29,0.79,Matches
137,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DFMF,Cagliari,it Serie A,31,1988,2.5,43.6,38.8,4.80,0.40,0.00,2.80,0.00,1.60,0.40,0.00,0.00,0.00,28.4,7.20,8.00,34.8,4.00,0.40,4.00,0.00,37.2,0.00,0.00,0.40,0.80,Matches
138,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Hertha BSC,de Bundesliga,23,1997,8.5,41.5,38.6,2.94,2.71,0.12,8.71,1.29,0.35,0.00,0.00,0.00,0.00,29.9,4.35,7.29,8.00,30.1,2.24,0.24,0.35,34.6,0.12,0.82,1.06,0.94,Matches
139,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,31,1989,36.0,36.3,26.3,10.1,2.14,0.00,2.86,1.00,0.00,0.00,0.00,0.00,0.00,21.6,1.47,13.3,5.56,24.5,0.03,0.00,5.31,28.7,0.08,0.69,0.22,0.03,Matches
140,Marco Asensio\Marco-Asensio,es ESP,FWMF,Real Madrid,es La Liga,24,1996,20.8,48.4,45.4,3.03,0.53,0.19,7.45,1.88,3.65,1.59,0.38,0.29,0.14,36.0,5.77,6.68,40.9,5.24,0.67,0.91,0.38,38.8,0.14,0.77,1.01,2.31,Matches
141,Kristoffer Askildsen\Kristoffer-Askildsen,no NOR,MF,Sampdoria,it Serie A,19,2001,1.1,17.3,17.3,0.00,0.00,0.00,3.64,0.00,0.91,0.00,0.00,0.00,0.00,9.09,4.55,3.64,7.27,8.18,1.82,0.00,0.00,7.27,0.00,1.82,0.00,0.91,Matches
142,Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,32,1987,31.8,39.4,38.0,1.45,0.47,0.28,8.05,0.91,1.23,0.03,0.03,0.00,0.00,30.6,5.31,3.49,27.8,8.96,1.57,0.35,0.22,30.3,0.35,0.53,1.60,1.76,Matches
143,Roger Assalé\Roger-Assale,ci CIV,FWMF,Dijon,fr Ligue 1,26,1993,9.2,19.9,19.2,0.65,0.22,0.00,3.80,0.33,0.54,0.00,0.00,0.00,0.00,15.0,2.83,2.07,3.04,14.8,1.20,0.11,0.11,13.7,0.11,0.22,1.41,0.76,Matches
144,Miguel Atienza\Miguel-Atienza,es ESP,MF,Eibar,es La Liga,21,1999,9.3,36.1,35.8,0.32,0.32,0.00,8.28,0.97,0.32,0.00,0.00,0.00,0.00,24.4,4.30,7.42,2.69,27.8,2.90,0.00,0.32,29.0,0.11,1.08,1.29,0.54,Matches
145,Youcef Attal\Youcef-Attal,dz ALG,DFMF,Nice,fr Ligue 1,24,1996,10.6,59.7,50.7,9.06,1.04,0.00,7.45,1.32,3.87,0.09,0.00,0.09,0.00,41.3,11.5,6.89,2.64,46.9,1.51,7.92,0.09,47.9,0.00,1.42,1.60,1.89,Matches
146,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,31,1989,25.9,26.7,25.9,0.81,0.04,0.23,5.44,0.35,1.81,0.04,0.00,0.00,0.00,19.1,3.94,3.63,2.93,21.8,0.66,0.12,0.35,20.0,0.35,0.19,0.62,0.89,Matches
147,Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,it Serie A,23,1997,37.0,33.9,23.7,10.2,3.19,0.05,2.57,0.62,0.00,0.00,0.00,0.00,0.00,15.2,2.00,16.8,3.08,24.7,0.03,0.00,4.73,23.6,0.05,0.70,0.14,0.08,Matches
148,Tommaso Augello\Tommaso-Augello,it ITA,DF,Sampdoria,it Serie A,25,1994,35.7,57.3,47.5,9.86,1.06,0.00,5.69,0.78,3.31,0.06,0.00,0.03,0.00,32.3,11.8,13.2,43.5,2.52,1.71,8.74,0.06,43.9,0.08,0.73,1.37,2.18,Matches
149,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,Nantes,fr Ligue 1,23,1997,0.4,12.5,7.50,5.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,5.00,0.00,0.00,12.5,0.00,0.00,0.00,12.5,0.00,0.00,0.00,0.00,Matches
150,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,26,1994,21.7,53.8,39.2,14.6,2.53,0.00,6.36,2.35,3.87,3.23,1.06,1.71,0.32,22.4,12.0,19.4,37.1,3.87,2.40,8.85,0.09,35.9,0.28,1.24,1.29,1.84,Matches
151,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,eng Premier League,27,1992,17.8,53.6,44.4,9.16,0.28,0.17,6.07,0.73,1.18,0.00,0.00,0.00,0.00,32.4,10.9,10.3,3.88,36.7,2.87,8.88,0.06,43.2,0.00,0.39,1.24,1.40,Matches
152,Charlie Austin\Charlie-Austin,eng ENG,FW,West Brom,eng Premier League,31,1989,1.5,22.7,21.3,1.33,0.00,0.00,8.00,0.00,0.67,0.00,0.00,0.00,0.00,10.7,6.67,5.33,2.00,12.0,4.00,0.00,0.00,16.7,0.67,0.00,0.67,0.67,Matches
153,Ezequiel Ávila\Ezequiel-Avila,ar ARG,MFFW,Osasuna,es La Liga,26,1994,2.2,25.9,25.5,0.45,0.00,0.00,3.18,1.82,0.91,0.00,0.00,0.00,0.00,8.18,9.55,8.18,6.36,12.3,3.64,0.00,2.27,14.5,0.00,0.45,1.36,0.91,Matches
154,Taiwo Awoniyi\Taiwo-Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,22,1997,15.1,19.9,19.6,0.33,0.00,0.00,6.62,0.26,0.20,0.00,0.00,0.00,0.00,11.8,5.17,2.98,3.44,12.5,1.32,0.07,1.26,13.8,0.07,0.79,0.66,0.99,Matches
155,Mehmet-Can Aydin\Mehmet-Can-Aydin,de GER,DF,Schalke 04,de Bundesliga,18,2002,5.6,36.3,27.3,8.93,0.18,0.00,5.00,0.00,1.96,0.00,0.00,0.00,0.00,17.1,10.4,8.75,3.21,21.1,1.79,8.75,0.00,24.8,0.00,0.89,2.14,1.61,Matches
156,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,28,1991,23.3,28.1,27.3,0.77,0.17,0.00,6.05,0.43,0.77,0.00,0.00,0.00,0.00,22.3,3.65,2.15,1.80,23.7,1.07,0.09,0.30,22.1,0.04,0.30,1.07,0.99,Matches
157,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Sassuolo,it Serie A,25,1994,8.8,63.9,60.0,3.86,0.80,0.00,4.20,0.68,0.34,0.00,0.00,0.00,0.00,54.0,5.91,3.98,5.45,53.4,1.14,3.07,0.11,58.6,0.11,0.80,0.91,1.02,Matches
158,Luke Ayling\Luke-Ayling,eng ENG,DF,Leeds United,eng Premier League,28,1991,37.8,70.4,60.9,9.50,1.43,0.11,6.46,2.38,1.85,0.00,0.00,0.00,0.00,41.6,13.0,15.8,5.50,53.1,2.57,8.07,0.19,55.8,0.19,1.22,1.80,1.77,Matches
159,Ramon Azeez\Ramon-Azeez,ng NGA,MFDF,Granada,es La Liga,27,1992,1.1,34.5,33.6,0.91,0.00,0.00,4.55,0.00,0.91,0.00,0.00,0.00,0.00,25.5,1.82,7.27,4.55,24.5,2.73,0.91,0.00,25.5,0.00,0.91,0.91,0.00,Matches
160,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,30,1989,24.3,82.9,75.3,7.61,1.44,0.16,5.27,0.49,1.19,0.00,0.00,0.00,0.00,61.7,10.9,10.3,6.79,65.2,3.17,6.17,0.29,72.6,0.16,0.74,1.52,1.60,Matches
161,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Brest,fr Ligue 1,34,1986,3.3,77.0,70.3,6.67,2.42,0.00,9.39,1.52,0.61,0.00,0.00,0.00,0.00,55.2,10.9,10.9,66.1,2.73,2.12,4.24,0.00,65.2,0.00,1.82,1.52,0.61,Matches
162,Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,es La Liga,33,1986,8.7,19.0,17.5,1.49,0.00,0.11,5.75,0.57,0.69,0.00,0.00,0.00,0.00,12.1,4.37,2.53,0.57,16.1,0.69,0.11,0.34,12.8,0.00,0.69,0.46,1.03,Matches
163,Loïc Bade\Loic-Bade,fr FRA,DF,Lens,fr Ligue 1,20,2000,29.0,65.2,63.7,1.48,1.24,0.00,6.66,2.72,0.21,0.00,0.00,0.00,0.00,52.8,3.00,9.45,4.62,55.7,2.62,0.10,0.21,57.5,0.10,1.41,0.83,0.38,Matches
164,Milan Badelj\Milan-Badelj,hr CRO,MF,Genoa,it Serie A,31,1989,26.8,59.5,56.9,2.57,2.13,0.15,7.99,3.13,0.45,0.04,0.04,0.00,0.00,40.1,7.99,11.4,9.22,47.2,2.31,0.11,0.07,48.4,0.26,0.90,1.72,1.08,Matches
165,Édgar Badía\Edgar-Badia,es ESP,GK,Elche,es La Liga,28,1992,30.0,38.2,25.9,12.4,2.87,0.00,3.33,0.57,0.00,0.00,0.00,0.00,0.00,18.4,1.70,18.1,3.63,27.6,0.00,0.07,4.80,28.9,0.03,0.63,0.20,0.07,Matches
166,Alex Baena\Alex-Baena,es ESP,MF,Villarreal,es La Liga,19,2001,1.5,36.7,35.3,1.33,1.33,0.00,6.67,0.00,2.00,0.00,0.00,0.00,0.00,28.0,6.00,2.67,2.67,30.0,3.33,0.00,0.67,28.0,0.67,0.67,1.33,1.33,Matches
167,Miguel Baeza\Miguel-Baeza,es ESP,MFFW,Celta Vigo,es La Liga,20,2000,6.0,36.2,34.0,2.17,0.50,0.17,7.83,0.50,1.00,1.00,0.50,0.17,0.00,24.7,5.50,6.00,27.5,4.33,1.83,0.67,0.50,29.5,0.00,0.33,1.00,1.00,Matches
168,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,28,1992,18.0,19.4,17.8,1.56,0.00,0.22,5.06,0.17,1.06,0.00,0.00,0.00,0.00,13.6,3.83,2.00,1.33,15.9,0.83,0.06,0.61,13.8,0.00,0.11,1.06,1.06,Matches
169,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,22,1997,23.8,40.4,36.4,3.95,0.46,0.17,7.14,2.77,3.82,2.52,0.67,1.01,0.08,25.0,6.64,8.70,29.8,7.98,1.09,0.88,0.13,28.4,0.21,0.88,1.26,2.23,Matches
170,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,26,1994,10.2,53.6,52.2,1.47,1.37,0.00,4.90,0.98,0.00,0.00,0.00,0.00,0.00,44.3,4.02,5.29,6.37,43.4,2.25,0.10,0.20,48.4,0.00,0.39,0.98,0.29,Matches
171,Stefan Bajic\Stefan-Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,18,2001,1.0,36.0,28.0,8.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,18.0,1.00,17.0,3.00,23.0,0.00,0.00,9.00,22.0,0.00,2.00,0.00,0.00,Matches
172,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Napoli,it Serie A,25,1994,21.8,55.5,54.1,1.33,1.33,0.00,9.17,1.24,0.05,0.00,0.00,0.00,0.00,46.0,5.14,4.36,10.7,42.1,1.28,0.00,0.18,50.0,0.14,0.41,0.78,0.87,Matches
173,Mitchel Bakker\Mitchel-Bakker,nl NED,DF,Paris S-G,fr Ligue 1,20,2000,18.8,71.4,64.4,6.97,0.64,0.00,6.54,0.80,2.61,0.00,0.00,0.00,0.00,55.1,10.9,5.48,55.3,7.34,1.49,6.33,0.21,63.4,0.00,0.74,1.22,1.12,Matches
