Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
2543,Percy Tau\Percy-Tau,za RSA,FWMF,Brighton,eng Premier League,26,1994,1.1,20.0,26.4,75.9,292.7,60.9,10.0,13.6,73.3,9.09,10.0,90.9,0.00,1.82,0.0,0.91,0.27,0.64,2.73,0.91,0.91,0.00,1.82,Matches
2544,Niklas Tauer\Niklas-Tauer,de GER,MFDF,Mainz 05,de Bundesliga,19,2001,0.8,21.3,33.8,63.0,407.5,245.0,8.75,11.3,77.8,8.75,15.0,58.3,3.75,7.50,50.0,0.00,0.00,0.00,1.25,1.25,1.25,1.25,3.75,Matches
2545,Heriberto Tavares\Heriberto-Tavares,pt POR,MFFW,Brest,fr Ligue 1,23,1997,0.5,20.0,24.0,83.3,384.0,70.0,8.00,12.0,66.7,10.0,10.0,100.0,2.00,2.00,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,Matches
2546,Sidnei Tavares\Sidnei-Tavares,pt POR,MF,Leicester City,eng Premier League,18,2001,0.9,21.1,28.9,73.1,343.3,57.8,12.2,17.8,68.8,7.78,8.89,87.5,1.11,1.11,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,Matches
2547,Tomás Tavares\Tomas-Tavares,pt POR,MFDF,Alavés,es La Liga,19,2001,0.7,25.7,31.4,81.8,372.9,114.3,15.7,17.1,91.7,8.57,10.0,85.7,1.43,2.86,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2548,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,eng Premier League,26,1993,27.0,33.6,48.1,69.9,623.7,260.6,15.9,18.2,87.4,12.9,16.9,76.5,4.48,11.2,40.1,0.04,0.07,-0.03,0.56,2.70,0.93,0.70,2.44,Matches
2549,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,eng Premier League,31,1989,0.2,50.0,55.0,90.9,600.0,145.0,40.0,40.0,100.0,10.0,15.0,66.7,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2550,Allan Tchaptchet\Allan-Tchaptchet,fr FRA,DF,Southampton,eng Premier League,18,2001,0.1,0.00,20.0,0.0,0.00,0.00,0.00,10.0,0.0,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2551,Warren Tchimbembé\Warren-Tchimbembe,fr FRA,MFFW,Metz,fr Ligue 1,22,1998,5.5,40.0,46.7,85.6,704.7,152.4,17.6,20.5,85.8,17.8,20.2,88.3,3.27,4.55,72.0,0.00,0.02,-0.02,0.18,3.27,0.36,0.18,1.64,Matches
2552,Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Monaco,fr Ligue 1,20,2000,34.0,45.6,54.5,83.8,865.7,211.4,18.4,21.0,87.7,20.5,23.1,88.8,5.88,8.65,68.0,0.12,0.06,0.06,0.50,4.53,0.74,0.03,4.76,Matches
2553,Álvaro Tejero\Alvaro-Tejero,es ESP,DF,Eibar,es La Liga,24,1996,1.2,62.5,82.5,75.8,1215.0,485.8,25.0,28.3,88.2,26.7,33.3,80.0,10.0,19.2,52.2,0.00,0.17,-0.17,3.33,2.50,4.17,2.50,6.67,Matches
2554,Nathan Tella\Nathan-Tella,eng ENG,FWMF,Southampton,eng Premier League,21,1999,8.3,12.9,17.6,73.3,202.0,37.7,7.23,8.92,81.1,3.98,4.94,80.5,1.08,1.69,64.3,0.12,0.10,0.02,0.72,0.48,0.96,0.48,0.72,Matches
2555,Alex Telles\Alex-Telles,br BRA,DF,Manchester Utd,eng Premier League,27,1992,7.7,59.6,74.0,80.5,998.7,408.6,30.5,32.5,94.0,21.8,25.7,84.8,5.58,13.5,41.3,0.26,0.14,0.12,1.56,4.55,1.82,0.26,6.49,Matches
2556,Andrés Tello\Andres-Tello,co COL,DFMF,Benevento,it Serie A,23,1996,4.6,29.1,42.0,69.4,523.3,206.1,13.7,16.3,84.0,10.7,15.0,71.0,3.70,8.04,45.9,0.00,0.00,0.00,0.22,2.83,0.22,0.00,3.48,Matches
2557,Cristian Tello\Cristian-Tello,es ESP,FWMF,Betis,es La Liga,28,1991,14.3,27.3,34.8,78.5,464.0,125.7,13.8,15.8,87.6,10.3,13.2,78.3,2.80,3.85,72.7,0.21,0.19,0.02,1.47,1.33,1.47,0.42,3.08,Matches
2558,Lino Tempelmann\Lino-Tempelmann,de GER,MFDF,Freiburg,de Bundesliga,21,1999,3.0,42.0,53.7,78.3,861.3,162.7,14.0,17.3,80.8,19.3,22.3,86.6,7.67,10.0,76.7,0.00,0.00,0.00,0.33,3.67,0.33,0.00,2.67,Matches
2559,Hidde ter Avest\Hidde-ter-Avest,nl NED,DF,Udinese,it Serie A,23,1997,3.9,39.7,53.8,73.8,715.9,344.6,19.2,23.8,80.6,16.2,20.5,78.8,3.85,7.69,50.0,0.00,0.00,0.00,0.00,3.33,0.26,0.00,3.59,Matches
2560,Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,es La Liga,28,1992,31.0,29.7,33.4,89.0,782.4,465.0,5.52,5.52,100.0,14.6,14.8,98.7,9.48,13.0,73.1,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.03,Matches
2561,Pietro Terracciano\Pietro-Terracciano,it ITA,GK,Fiorentina,it Serie A,30,1990,3.0,16.0,29.0,55.2,730.0,586.0,0.67,0.67,100.0,4.00,4.00,100.0,11.3,24.3,46.6,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,Matches
2562,Martin Terrier\Martin-Terrier,fr FRA,FWMF,Rennes,fr Ligue 1,23,1997,27.1,23.7,29.5,80.4,367.1,61.7,13.6,16.6,82.2,7.86,9.34,84.2,1.70,1.96,86.8,0.26,0.17,0.09,1.51,1.25,0.74,0.18,1.85,Matches
2563,Claudio Terzi\Claudio-Terzi,it ITA,DF,Spezia,it Serie A,36,1984,20.8,53.2,63.6,83.7,1325.9,442.6,12.7,14.0,90.8,23.9,26.2,91.4,16.3,22.5,72.5,0.05,0.00,0.04,0.14,4.95,0.38,0.00,3.51,Matches
2564,Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,fr Ligue 1,24,1995,0.2,105.0,120.0,87.5,1655.0,465.0,60.0,60.0,100.0,45.0,50.0,90.0,0.00,5.00,0.0,0.00,0.00,0.00,0.00,10.0,0.00,0.00,10.0,Matches
2565,Kenny Tete\Kenny-Tete,nl NED,DF,Fulham,eng Premier League,24,1995,16.5,38.9,52.3,74.4,714.2,289.8,17.1,20.3,84.2,16.2,20.6,78.5,4.67,7.82,59.7,0.06,0.10,-0.04,1.03,2.12,1.52,1.15,3.27,Matches
2566,Cedric Teuchert\Cedric-Teuchert,de GER,FWMF,Union Berlin,de Bundesliga,23,1997,8.4,17.7,24.4,72.7,294.2,93.0,9.29,12.3,75.7,5.48,6.79,80.7,2.02,3.45,58.6,0.12,0.12,0.00,0.95,1.79,0.60,0.00,2.26,Matches
2567,Florian Thauvin\Florian-Thauvin,fr FRA,FWMF,Marseille,fr Ligue 1,27,1993,30.4,33.2,47.0,70.6,566.6,191.9,17.7,20.9,84.6,10.4,13.8,75.7,3.98,9.31,42.8,0.26,0.30,-0.03,1.94,3.06,1.68,0.30,4.51,Matches
2568,Malick Thiaw\Malick-Thiaw,de GER,DF,Schalke 04,de Bundesliga,18,2001,16.1,38.6,47.3,81.7,827.0,256.8,9.94,12.2,81.6,21.7,23.8,91.1,6.65,10.3,64.5,0.00,0.01,-0.01,0.12,1.37,0.12,0.00,1.68,Matches
2569,Jan Thielmann\Jan-Thielmann,de GER,FWMF,Köln,de Bundesliga,18,2002,11.4,20.1,31.5,63.8,309.3,105.4,10.6,13.1,81.2,6.93,9.91,69.9,1.49,4.47,33.3,0.26,0.06,0.20,0.79,1.84,0.26,0.18,2.11,Matches
2570,Sada Thioub\Sada-Thioub,sn SEN,FWMF,Angers,fr Ligue 1,25,1995,14.0,36.0,43.1,83.4,572.2,152.1,20.7,23.5,88.1,11.3,12.4,90.8,3.29,4.57,71.9,0.07,0.15,-0.08,1.50,2.21,1.50,0.21,3.86,Matches
2571,William Thomas Fish\William-Thomas-Fish,eng ENG,DF,Manchester Utd,eng Premier League,17,2003,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2572,Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,eng Premier League,19,2001,10.8,33.2,44.8,74.2,521.9,181.2,19.0,22.2,85.4,11.7,15.4,75.9,2.04,5.00,40.7,0.00,0.02,-0.02,0.46,2.04,0.65,0.19,2.59,Matches
2573,Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,fr Ligue 1,32,1988,33.6,42.7,48.9,87.3,1008.5,335.7,10.6,11.3,93.7,20.8,22.1,94.2,10.8,14.7,73.6,0.00,0.00,0.00,0.03,1.88,0.00,0.00,2.02,Matches
2574,Adrien Thomasson\Adrien-Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,26,1993,29.2,29.9,39.3,76.1,512.0,103.9,14.3,17.7,80.9,11.6,14.8,78.7,3.08,4.45,69.2,0.03,0.16,-0.13,1.16,2.29,0.79,0.10,2.43,Matches
2575,Erik Thommy\Erik-Thommy,de GER,DFFW,Stuttgart,de Bundesliga,25,1994,3.5,29.4,40.9,72.0,550.9,134.6,14.9,16.9,88.1,9.14,13.1,69.6,4.86,8.00,60.7,0.57,0.26,0.31,2.00,2.00,1.14,0.57,2.29,Matches
2576,Morten Thorsby\Morten-Thorsby,no NOR,MF,Sampdoria,it Serie A,24,1996,29.4,25.9,34.1,75.9,390.6,129.1,14.8,17.7,83.5,8.67,11.6,75.0,1.46,2.59,56.6,0.03,0.03,0.00,0.48,2.24,0.20,0.03,2.31,Matches
2577,Marcus Thuram\Marcus-Thuram,fr FRA,FW,M'Gladbach,de Bundesliga,22,1997,19.2,21.9,30.7,71.2,314.7,73.4,13.9,17.9,77.6,6.25,8.96,69.8,1.15,2.03,56.4,0.16,0.10,0.05,0.73,1.25,0.52,0.10,1.93,Matches
2578,Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,19,2001,16.6,51.1,58.1,88.0,949.5,182.7,20.6,22.8,90.5,23.0,25.0,92.0,6.27,8.61,72.7,0.00,0.02,-0.02,0.30,3.73,0.96,0.12,4.34,Matches
2579,Cheikh Tidiane Sabaly\Cheikh-Tidiane-Sabaly,sn SEN,MF,Metz,fr Ligue 1,21,1999,0.1,30.0,50.0,60.0,570.0,30.0,0.00,0.00,,30.0,30.0,100.0,0.00,10.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2580,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,eng Premier League,23,1997,37.3,53.9,68.6,78.6,1039.4,267.1,21.1,23.9,88.2,24.4,28.1,86.7,7.56,14.4,52.4,0.11,0.09,0.02,1.29,5.68,1.15,0.11,5.52,Matches
2581,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,eng Premier League,23,1997,25.5,44.5,58.4,76.2,818.3,238.0,18.8,21.6,87.3,20.4,24.5,83.4,4.98,10.6,46.9,0.12,0.16,-0.04,1.29,2.20,1.33,0.55,3.84,Matches
2582,Steffen Tigges\Steffen-Tigges,de GER,FW,Dortmund,de Bundesliga,22,1998,0.6,18.3,36.7,50.0,355.0,130.0,6.67,16.7,40.0,5.00,10.0,50.0,5.00,8.33,60.0,0.00,0.00,0.00,0.00,3.33,0.00,0.00,6.67,Matches
2583,Guus Til\Guus-Til,nl NED,FW,Freiburg,de Bundesliga,22,1997,1.4,15.7,25.0,62.9,186.4,31.4,9.29,11.4,81.3,5.00,9.29,53.8,0.00,0.00,,0.00,0.00,0.00,0.71,1.43,0.00,0.00,0.00,Matches
2584,David Timor\David-Timor,es ESP,MFDF,Getafe,es La Liga,30,1989,15.5,25.2,38.9,64.7,624.5,225.5,8.90,11.3,78.9,8.71,12.5,69.6,7.03,14.0,50.2,0.00,0.06,-0.06,0.77,4.19,0.26,0.13,3.74,Matches
2585,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Nice,fr Ligue 1,20,1999,14.8,66.2,74.1,89.4,1511.0,448.2,16.6,18.1,91.8,34.9,36.6,95.4,14.3,18.6,76.7,0.00,0.01,-0.01,0.20,5.14,0.20,0.07,3.92,Matches
2586,Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FW,Lyon,fr Ligue 1,27,1992,31.2,24.7,31.8,77.7,395.0,91.7,13.4,15.6,85.7,9.07,11.6,78.2,1.63,2.76,59.3,0.19,0.20,-0.00,1.38,1.35,1.28,0.16,3.04,Matches
2587,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,25,1994,8.7,53.9,62.8,85.9,1116.9,301.7,19.7,22.5,87.2,23.6,25.6,91.9,9.89,12.2,81.1,0.00,0.06,-0.06,1.03,7.82,0.57,0.11,5.86,Matches
2588,Jeremy Toljan\Jeremy-Toljan,de GER,DF,Sassuolo,it Serie A,25,1994,16.6,47.5,53.5,88.7,770.8,201.4,24.3,26.0,93.3,19.1,21.2,90.1,3.37,4.76,70.9,0.12,0.06,0.06,0.78,2.89,0.84,0.24,2.59,Matches
2589,Rafael Tolói\Rafael-Toloi,it ITA,DF,Atalanta,it Serie A,29,1990,28.2,48.9,58.4,83.7,930.6,323.1,20.4,21.8,93.7,21.7,24.9,87.0,6.24,10.1,61.5,0.00,0.03,-0.03,0.50,4.93,0.67,0.11,5.04,Matches
2590,Takehiro Tomiyasu\Takehiro-Tomiyasu,jp JPN,DF,Bologna,it Serie A,21,1998,30.2,45.7,54.5,83.8,899.9,329.1,16.8,18.5,90.9,21.7,24.9,87.0,6.69,9.80,68.2,0.00,0.02,-0.02,0.26,4.24,0.33,0.10,4.21,Matches
2591,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,31,1989,6.1,21.1,26.9,78.7,476.9,148.7,5.25,5.90,88.9,11.0,11.8,93.1,4.75,8.52,55.8,0.00,0.02,-0.02,0.16,1.97,0.00,0.00,0.66,Matches
2592,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,eng Premier League,22,1997,0.5,54.0,58.0,93.1,1148.0,322.0,12.0,12.0,100.0,34.0,36.0,94.4,8.00,10.0,80.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2593,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Milan,it Serie A,22,1997,16.3,49.1,54.2,90.6,1036.2,335.4,12.8,13.6,94.1,28.3,29.8,95.1,7.55,10.1,74.5,0.00,0.00,0.00,0.00,2.02,0.00,0.00,2.27,Matches
2594,Sandro Tonali\Sandro-Tonali,it ITA,MF,Milan,it Serie A,20,2000,14.8,42.8,52.0,82.3,811.9,207.9,17.4,20.3,85.7,18.2,20.9,87.4,6.28,8.85,71.0,0.00,0.09,-0.09,1.08,4.32,0.74,0.07,3.72,Matches
2595,Lorenzo Tonelli\Lorenzo-Tonelli,it ITA,DF,Sampdoria,it Serie A,30,1990,19.8,38.2,46.3,82.4,870.5,227.8,9.65,11.1,87.2,19.5,21.7,90.0,8.23,12.4,66.5,0.00,0.00,0.00,0.00,1.31,0.00,0.00,1.72,Matches
2596,Toño\Tono,es ESP,DF,Levante,es La Liga,30,1989,8.1,41.2,50.4,81.9,664.0,268.1,23.1,24.9,92.6,14.8,17.0,87.0,2.96,6.30,47.1,0.25,0.05,0.20,0.62,2.35,0.86,0.37,4.20,Matches
2597,Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,31,1989,21.6,40.5,48.6,83.4,848.0,270.8,12.2,13.3,92.0,21.7,24.2,89.7,6.44,10.5,61.2,0.00,0.00,0.00,0.05,1.99,0.00,0.00,2.59,Matches
2598,Tyron Tormin\Tyron-Tormin,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,19,2001,0.2,40.0,45.0,88.9,695.0,120.0,25.0,25.0,100.0,15.0,15.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,5.00,0.00,0.00,5.00,Matches
2599,Ernesto Torregrossa\Ernesto-Torregrossa,it ITA,FW,Sampdoria,it Serie A,28,1992,1.9,16.8,23.2,72.7,214.7,35.3,10.5,13.7,76.9,3.68,4.74,77.8,1.05,1.58,66.7,0.00,0.21,-0.21,1.58,0.53,0.53,0.00,0.53,Matches
2600,Lucas Torreira\Lucas-Torreira,uy URU,MFFW,Atlético Madrid,es La Liga,24,1996,5.8,49.3,55.5,88.8,822.2,221.9,24.0,26.4,90.8,19.8,21.6,92.0,4.14,5.52,75.0,0.00,0.10,-0.10,0.52,3.97,0.52,0.00,4.14,Matches
2601,Ferrán Torres\Ferran-Torres,es ESP,FWMF,Manchester City,eng Premier League,20,2000,14.5,24.8,30.5,81.4,399.5,72.1,13.0,15.0,87.1,9.52,10.9,87.3,1.52,3.31,45.8,0.14,0.13,0.01,1.24,1.10,1.03,0.14,2.34,Matches
2602,Óliver Torres\Oliver-Torres,es ESP,MFFW,Sevilla,es La Liga,25,1994,15.6,56.1,66.1,84.9,1205.0,276.5,23.3,25.2,92.6,19.3,21.9,88.0,12.2,16.7,72.8,0.19,0.11,0.08,1.79,7.63,1.79,0.45,5.51,Matches
2603,Pau Torres\Pau-Torres,es ESP,DF,Villarreal,es La Liga,23,1997,33.0,55.2,61.9,89.2,1235.4,408.0,15.8,16.8,94.0,27.3,29.0,94.1,11.8,15.2,77.1,0.06,0.03,0.03,0.15,4.24,0.09,0.00,4.18,Matches
2604,Roberto Torres\Roberto-Torres,es ESP,MFFW,Osasuna,es La Liga,31,1989,21.0,25.0,36.9,67.8,512.6,175.3,11.1,13.8,80.3,8.81,11.9,74.0,4.76,9.48,50.3,0.05,0.07,-0.02,0.90,2.90,1.29,0.43,3.71,Matches
2605,Lucas Torró\Lucas-Torro,es ESP,MF,Osasuna,es La Liga,26,1994,17.2,30.8,39.2,78.4,547.8,151.0,14.1,17.2,82.0,11.6,14.5,79.9,4.07,5.93,68.6,0.06,0.03,0.02,0.35,3.08,0.17,0.00,2.27,Matches
2606,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,22,1997,10.8,51.4,58.4,88.0,1203.1,405.1,9.54,10.6,89.6,30.7,32.8,93.8,11.0,13.9,79.3,0.00,0.06,-0.06,0.37,3.06,0.09,0.00,3.24,Matches
2607,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,eng Premier League,29,1991,0.5,16.0,20.0,80.0,302.0,28.0,8.00,8.00,100.0,6.00,6.00,100.0,2.00,4.00,50.0,0.00,0.20,-0.20,2.00,0.00,0.00,0.00,0.00,Matches
2608,Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,fr Ligue 1,26,1994,18.7,42.7,50.2,85.1,791.0,174.9,17.5,20.3,86.3,19.4,22.2,87.5,5.03,6.47,77.7,0.11,0.10,0.01,0.86,4.55,0.37,0.00,3.80,Matches
2609,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,de Bundesliga,24,1996,7.8,28.8,43.8,65.8,495.5,256.8,15.3,19.9,76.8,9.36,13.3,70.2,3.46,7.05,49.1,0.13,0.15,-0.03,1.54,1.92,2.69,1.79,4.23,Matches
2610,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Hertha BSC,de Bundesliga,23,1997,23.2,28.8,36.6,78.9,642.1,149.4,8.28,10.1,81.7,14.4,16.5,87.7,5.73,8.62,66.5,0.00,0.04,-0.04,0.30,3.02,0.13,0.04,2.54,Matches
2611,Andros Townsend\Andros-Townsend,eng ENG,MFFW,Crystal Palace,eng Premier League,29,1991,25.1,23.4,34.4,67.9,412.7,157.9,11.9,14.1,84.5,7.17,9.68,74.1,3.39,8.25,41.1,0.20,0.15,0.05,1.55,1.67,1.59,0.80,2.99,Matches
2612,Conor Townsend\Conor-Townsend,eng ENG,DF,West Brom,eng Premier League,27,1993,24.8,35.5,47.4,74.9,660.2,319.6,15.0,16.9,88.8,16.3,20.5,79.7,3.79,8.71,43.5,0.08,0.08,-0.00,0.89,3.15,1.01,0.60,4.76,Matches
2613,Mattéo Tramoni\Matteo-Tramoni,fr FRA,FWMF,Cagliari,it Serie A,20,2000,0.8,12.5,16.3,76.9,181.3,66.3,7.50,8.75,85.7,2.50,2.50,100.0,1.25,2.50,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,Matches
2614,Adama Traoré\Adama-Traore,es ESP,FW,Wolves,eng Premier League,24,1996,29.4,19.7,29.9,65.9,322.0,82.0,10.1,13.1,77.6,7.18,10.6,67.4,1.77,3.50,50.5,0.07,0.18,-0.12,1.90,1.46,0.88,0.54,2.14,Matches
2615,Amadou Traore\Amadou-Traore,fr FRA,MFFW,Bordeaux,fr Ligue 1,18,2002,3.4,21.8,30.3,71.8,291.8,62.4,13.8,17.9,77.0,5.29,7.06,75.0,0.88,2.35,37.5,0.29,0.24,0.06,1.76,0.00,1.18,0.88,1.18,Matches
2616,Bertrand Traoré\Bertrand-Traore,bf BFA,FW,Aston Villa,eng Premier League,24,1995,25.7,22.1,31.0,71.2,423.8,103.6,9.61,11.8,81.3,8.33,10.7,78.1,3.66,6.96,52.5,0.23,0.13,0.11,1.32,1.09,1.01,0.27,2.41,Matches
2617,Boubacar Traoré\Boubacar-Traore,ml MLI,MF,Metz,fr Ligue 1,18,2001,0.6,56.7,78.3,72.3,1041.7,295.0,26.7,33.3,80.0,25.0,31.7,78.9,5.00,11.7,42.9,0.00,0.00,0.00,0.00,10.0,0.00,0.00,8.33,Matches
2618,Chaka Traorè\Chaka-Traore,ci CIV,DFFW,Parma,it Serie A,15,2004,0.2,30.0,50.0,60.0,390.0,140.0,20.0,30.0,66.7,10.0,20.0,50.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2619,Charles Traore\Charles-Traore,ml MLI,DF,Nantes,fr Ligue 1,28,1992,18.9,35.4,49.9,71.0,666.3,272.7,15.3,17.4,87.8,15.8,21.6,73.1,4.13,9.21,44.8,0.00,0.01,-0.01,0.21,3.07,0.48,0.11,3.39,Matches
2620,Cheick Traoré\Cheick-Traore,ml MLI,DF,Lens,fr Ligue 1,25,1995,0.4,42.5,60.0,70.8,675.0,322.5,22.5,22.5,100.0,17.5,27.5,63.6,2.50,10.0,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,Matches
2621,Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,fr Ligue 1,28,1992,33.3,61.1,73.3,83.3,1127.4,359.0,25.0,27.9,89.4,28.6,32.7,87.3,6.67,10.3,64.9,0.03,0.10,-0.07,1.02,4.65,1.65,0.69,5.89,Matches
2622,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FWDF,M'Gladbach,de Bundesliga,32,1988,1.1,30.0,45.5,66.0,388.2,122.7,16.4,21.8,75.0,9.09,13.6,66.7,0.91,4.55,20.0,0.00,0.18,-0.18,0.91,0.91,0.91,0.00,2.73,Matches
2623,Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,fr Ligue 1,33,1986,33.3,43.8,51.1,85.9,925.1,351.3,12.4,13.3,93.2,24.3,26.2,92.7,6.73,10.7,63.1,0.09,0.02,0.07,0.21,2.19,0.18,0.03,2.04,Matches
2624,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,30,1990,33.0,28.6,41.0,69.8,869.2,581.1,5.76,5.79,99.5,12.2,12.2,99.5,10.6,22.8,46.3,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,Matches
2625,Miguel Trauco\Miguel-Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,27,1992,22.6,47.8,62.4,76.6,879.6,435.4,22.0,24.4,90.4,19.9,24.3,81.6,5.09,10.9,46.6,0.09,0.12,-0.03,1.28,3.54,1.37,0.62,4.69,Matches
2626,Trézéguet\Trezeguet,eg EGY,FW,Aston Villa,eng Premier League,25,1994,13.0,17.5,25.2,69.5,290.9,84.8,8.23,10.8,76.4,6.69,9.23,72.5,1.77,3.23,54.8,0.08,0.15,-0.08,0.92,1.69,0.46,0.23,2.15,Matches
2627,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,es La Liga,28,1991,28.1,49.7,57.8,86.0,897.1,248.6,22.6,25.1,90.3,20.5,22.7,90.4,5.73,8.33,68.8,0.21,0.18,0.03,1.17,5.98,1.67,0.14,5.05,Matches
2628,Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,de Bundesliga,33,1987,28.6,38.7,54.1,71.4,755.3,316.6,16.9,19.1,88.8,14.5,18.5,78.8,6.75,14.6,46.3,0.31,0.17,0.14,1.92,1.99,1.22,0.91,3.15,Matches
2629,Francisco Trincão\Francisco-Trincao,pt POR,FWMF,Barcelona,es La Liga,20,1999,7.8,42.6,50.4,84.5,609.7,118.7,25.3,28.3,89.1,13.3,14.9,89.7,2.18,3.21,68.0,0.26,0.13,0.13,0.90,1.54,1.28,0.13,3.08,Matches
2630,Alessandro Tripaldelli\Alessandro-Tripaldelli,it ITA,DF,Cagliari,it Serie A,21,1999,3.3,24.2,37.6,64.5,451.2,241.2,7.88,12.4,63.4,13.6,19.4,70.3,1.82,3.33,54.5,0.00,0.06,-0.06,0.30,2.12,0.30,0.30,4.24,Matches
2631,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,es La Liga,29,1990,27.5,52.3,65.9,79.3,965.5,419.1,24.0,26.4,90.9,21.1,25.4,83.0,6.36,11.8,53.8,0.22,0.13,0.09,1.27,3.78,2.29,0.55,7.35,Matches
2632,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,eng Premier League,25,1994,29.0,28.0,37.4,74.9,538.2,149.2,11.9,14.8,80.2,11.6,14.1,82.0,3.93,6.03,65.1,0.17,0.15,0.02,1.59,2.72,2.21,0.52,4.28,Matches
2633,Alexis Trouillet\Alexis-Trouillet,fr FRA,MF,Nice,fr Ligue 1,19,2000,1.2,46.7,56.7,82.4,925.0,213.3,15.8,18.3,86.4,24.2,26.7,90.6,5.83,10.0,58.3,0.00,0.33,-0.33,1.67,6.67,1.67,0.00,5.83,Matches
2634,Adrien Truffert\Adrien-Truffert,fr FRA,DFMF,Rennes,fr Ligue 1,18,2001,21.7,49.9,59.4,84.0,810.2,212.7,25.1,27.8,90.4,20.7,24.2,85.5,3.41,5.90,57.8,0.14,0.09,0.05,0.88,2.40,0.97,0.51,3.69,Matches
2635,Marvin Tshibuabua\Marvin-Tshibuabua,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2002,0.5,30.0,34.0,88.2,734.0,268.0,8.00,10.0,80.0,10.0,10.0,100.0,12.0,14.0,85.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2636,Kostas Tsimikas\Kostas-Tsimikas,gr GRE,DF,Liverpool,eng Premier League,24,1996,0.1,60.0,80.0,75.0,1180.0,0.00,40.0,40.0,100.0,10.0,20.0,50.0,10.0,20.0,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2637,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,22,1997,4.5,52.4,58.4,89.7,1058.4,232.7,16.9,18.0,93.8,27.3,29.3,93.2,7.78,9.56,81.4,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.22,Matches
